ID,Text,Translation
8433,Beyond Earth: The Dream is Dead,冲向太空：梦已碎
8434,"Following Rede Goddenberry’s death, all of his former partners from Beyond Earth have since abandoned the initiative.",Rede Goddenberry去世后，他的所有冲向太空计划的的前合作伙伴们，都已经放弃了这一计划。
8435,"We have failed to persuade them without the uniting effect of his utopic vision spearheaded by himself alone. 

The different gains in space exploration and asteroid mining will not simply disappear but are being bought off and pushed towards partial completion by various Earth-based corporations that will exploit them for personal profit and show no signs of desire to contribute to what was Rede Goddenberry’s vision of a united humanity.

In the end, history will remember him as an old eccentric billionaire who tried to swim upstream for humanity’s sake but ended up solidifying the rule of massive corporations that are more interested in profits than in an idealistic future.","没有了他独到的乌托邦视角来联合众人，我们没能说服合作伙伴。

在太空探索和小行星采矿方面的不同成果，不会简单的消失，而是被各地球上的公司收购并部分完成，这些公司将利用它们谋取私利，并且没有表现出愿意为Rede Goddenberry团结人类的愿景作出贡献的迹象。

最终，历史只会记住他是一位古怪的亿万富翁，试图为了人类的利益逆流而上，但最终巩固了对利润更感兴趣的大公司，而不是理想化的未来。"
8436,We have failed everyone...,我们辜负了所有人...
8437,Rede Goddenberry's plan falls apart as previous partners leave the initiative after his passing.,Rede Goddenberry的计划因为前任合伙人离开而分崩离析。
8442,Beyond Earth: Disaster Strikes,冲向太空：灾难袭来
8443,There was a terrible accident at the Port Vesta project site.,在Vesta港项目现场发生了一起可怕的事故。
8444,"A strong solar flare erupted without a sufficient head warning. There are 23 confirmed casualties.

The solar flare erupted during a short window of vulnerability, when Port Vesta had no operational means of shielding against such an event. If it had happened just a bit later, the defenses would've been operational.

Sadly the damage is massive in scale. The project suffered a major setback.","没有足够的头部防护，强烈的太阳耀斑爆发。有23人确认伤亡。

太阳耀斑在一个短暂的脆弱时期爆发，当时Vesta港没有屏蔽这种事件的有效手段。如果事情发生的时间稍晚一些，防御措施将会运作。

可悲的是，这种破坏规模巨大，使该项目遭受重大挫折。"
8445,"A tragedy indeed, but we will overcome this setback.",确实是一场悲剧，但我们将克服这一挫折。
8560,Beyond Earth: Sabotage,冲向太空：破坏
8561,"News of sabotage at the Aldrin Base mining facility on the Moon has just been made public. Luckily, there are no fatalities.",刚刚公布了Aldrin基地采矿设施的被破坏新闻。幸运的是，没有伤亡。
8562,"The project has suffered a major setback. Below is Mr Goddenberry’s statement:

“What the Beyond Earth initiative is striving to ultimately achieve is change - change that will make inter-human rivalry a thing of the past. 

As with all change, there will be resistance. There are those who prosper from wars, from suffering. And they see a united humanity as a threat, for they will be left behind.

To them I have to say: the world is moving on. Try as you might, you have only slowed down an irreversible process.”","该项目遭受重大挫折。 Goddenberry先生的发言如下：

“冲向太空计划力图最终实现的是变革 - 将使人类间的冲突成为过去。

与所有变化一样，都会有阻力。那些发战争财，给他人制造痛苦的人，会认为团结的人类是一种威胁，因为他们将被抛在脑后。

对于这些人，我不得不说：世界正在前进。尽可能地尝试，你们只是在减慢不可逆转的过程。”"
8563,A setback. We will overcome it!,挫折而已，我们会战胜它！
6318,BIOTECH,生物科技,
6319,"The <em>Biotech</em> field deals with <em>Food</em> production, <em>life support</em> and <em>medicine</em>.","<em>生物科技</em> 负责的领域包括 <em>食物</em> 生产, <em>生命支持</em> 和 <em>医药</em>.",
6320,Hygroscopic Vaporators,吸湿蒸馏器,
6321,"Moisture Vaporator Upgrade (<em>Hygroscopic Coating</em>) - Water production increased by <param1>%.

<grey>With its mechanical simplicity and applicability to any point on Mars's surface, the Water-Vapor Adsorption Reactor technology can extract water directly from the Martian atmosphere.</grey>","给水分蒸馏器升级增加 (<em>吸湿外层</em>)——淡水产出增加 <param1>%。

<grey>由于它的机械简单性和对火星地表任何一点的适应性，水蒸气吸附式反应堆技术可以直接从火星大气中提取淡水资源。</grey>",
6322,Soil Adaptation,土壤改造,
6323,"New Building: <em>Farm</em> (<buildinginfo('Farm')>) - Produces Food. Large in-Dome building which is more work-efficient and requires no Power.

<grey>""They say once you grow crops somewhere you’ve officially colonized it.""
<right>Andy Weir – The Martian</grey><left>","新建筑： <em>农场</em> (<buildinginfo('Farm')>) -  可以生产食物。穹顶内部的一种高效且不需要能量的大型建筑。

<grey>“他们说一旦你在某处种植农作物，你就正式地在那殖民了”
<right>Andy Weir – 火星人</grey><left>",
6343,Low-G Fungi,低重力科技：真菌农场,
6344,"New Building: <em>Fungal Farm</em> (<buildinginfo('FungalFarm')>) -  An out-Dome building that produces Food.

<grey>""All fungi are edible. Some fungi are only edible once."" 
<right>Terry Pratchett</grey><left>","新建筑： <em>真菌农场</em> (<buildinginfo('FungalFarm')>) -  一个在穹顶外部生产食物的建筑。

<grey>“所有的蘑菇都能吃，但有的蘑菇只能吃一次。”
<right>Terry Pratchett</grey><left>",
5125,Magnetic Filtering,磁力过滤器,
6326,"MOXIE Upgrade (<em>Magnetic Filtering</em>) - Oxygen production increased by <param1>%.

<grey>Magnetic filters block ferromagnetic metal contaminants as well as weakly magnetic particles from the Martian atmosphere when inhaled by our MOXIEs, greatly increasing their efficiencies.</grey>","制氧机升级增加 (<em>磁力过滤器</em>) - 氧气产出增加 <param1>%.

<grey>制氧机吸入火星大气时，磁力过滤器会过滤掉磁性金属污染物和大气中的弱磁性颗粒，大大提高制氧效率。</grey>",
6327,Water Reclamation,淡水再生,
6328,"New Spire Building: <em>Water Reclamation System</em> (<buildinginfo('WaterReclamationSystem')>) - drastically reduces the Water consumption of the Dome.

<grey>Water on Mars is abundant, yet it is mostly underground and in a frozen state – making it, while within reach, still difficult and expensive to mine. This makes recycling necessary to ensure a steady water supply.</grey>","新的中央塔： <em>淡水再生系统</em> (<buildinginfo('WaterReclamationSystem')>) - 大幅度地减少穹顶的淡水资源消耗。

<grey>淡水在火星上还是挺充足的，但是大多数都在地下而且呈冻结状态——因此即使在我触手可及的范围内，我也仍然感觉到开采的困难和高昂代价。这使得淡水循环成为确保供水稳定的必要条件。</grey>",
6329,Utility Crops,实用性农作物,
6330,"Unlock <em>new crops</em> in Farms and Hydroponic Farms that provide Oxygen and improve soil quality.

<grey>From the salad you eat to the air you breathe, plants have a fundamental role to play for humanity well beyond Earth.</grey>","解锁 <em>新农作物</em> 位于农场和水培农场中，可以提供氧气和改善土壤质量。

<grey>在这距离地球遥远的地方，从你吃的沙拉，到你呼吸的氧气，植物都为人类生存扮演者重要的角色。</grey>",
6331,Martianborn Adaptability,火星出生者适应性,
6332,"<em>Martianborn</em> Colonists graduate faster in Universities and Sanatoriums and have higher chance to gain Perks from Schools.

<grey>Certain restrictions that still persist on Earth derived from religion and general conservatism are absent here on Mars. As a result, we have the freedom to genetically enhance our newborns and hone their already-sharp minds to a sharp point.</grey>","<em>生于火星的</em> 殖民者在大学和康复中心毕业得更快，而且有更高的概率在学校中习得优良特性。

<grey>在火星上，仍然存在着来自宗教和一般保守主义的某些限制。因此，我们可以自由地从基因上提高我们的新生儿的能力，并将他们已经敏锐的头脑变成更加突出。</grey>",
6324,Biome Engineering,生态工程,
6325,"<em>Farms</em> increase the Comfort of all residences in the Dome.

<grey>Seeing something green against the endless reddish barrens of Mars can be quite therapeutic.</grey>","<em>农场</em> 会增加穹顶内所有住所的舒适度。

<grey>避开火星无尽的红野看一些绿色的东西能得到相当的放松。</grey>",
6335,Dome Bioscaping,穹顶投影仪,
6336,"Residences in <em>Basic Domes</em> have improved Comfort.

<grey>“One touch of nature makes the whole world kin.”
<right>William Shakespeare</grey><left>","在 <em>基础穹顶</em> 中的住所的舒适度将得到改善。

<grey>“接触自然，与世界成为亲人。”
<right>William Shakespeare</grey><left>",
6337,Microgravity Medicine,微重力医学,
6338,"New Spire Building: <em>Medical Center</em> (<buildinginfo('MedicalCenter')>) - has larger capacity and is more effective than the Infirmary.

<grey>“The good physician treats the disease; the great physician treats the patient who has the disease.” 
<right>William Osler</grey><left>","新的中央塔： <em>医疗中心</em> (<buildinginfo('MedicalCenter')>) - 比医疗站具有更大的容纳空间和更高的效率。

<grey>“一名好的医生关心的是人患的病，而一名优秀的医生关心的是患病的人。” 
<right>William Osler</grey><left>",
6339,Gene Adaptation,转基因改造,
6340,"Unlock <em>new crops</em> in Farms and Hydroponic Farms that provide better Food yields.

<grey>The overall reputation of GMO grown foods has increased dramatically when the only other alternative for food is red dirt.</grey>","解锁 <em>新农作物</em> 位于农场和水培农场中，可以提供更高的食物产量。

<grey>当要么什么都不吃，要么就只能吃红土时，所有转基因食品的声誉就显著提升了。</grey>",
7293,Water Conservation System,节水系统,
7294,"Water consumption of <em>Domes</em> reduced by <param1>%.

<grey>""No water, no life. No blue, no green.""
<right>Sylvia Earle</grey><left>","<em>穹顶</em> 的淡水消耗减少 <param1>%。

<grey>“没有水，就没有生活。”
<right>Sylvia Earle</grey><left>",
6333,Farm Automation,农场自动化,
6334,"<em>Farm, Hydroponic Farm & Fungal Farm</em> Upgrade: <em>Automation</em> - Decreases number of workers.

<grey>Now that we have adapted crops to the Martian environment we can mechanize some procedures.</grey>","<em>农场、水培农场、真菌农场</em> 升级：<em>自动化</em> - 减少工人数量。

<grey>既然我们已经让农作物适应了火星的环境，我们就可以来让一些程序机械化了。</grey>",
3535,Hanging Gardens,空中花园,
6345,"New Spire Building: <em>Hanging Gardens</em> (<buildinginfo('HangingGardens')>) - a beautiful park complex that greatly improves the Comfort of all Residences in the Dome.

<grey>One of humanity’s most enduring and fanciful legends from the ancient past is made a reality on Mars.</grey>","新的中央塔： <em>空中花园</em> (<buildinginfo('HangingGardens')>) - 一座瑰丽的复合式公园，能够极大地提升所有住所的舒适度。

<grey>人类历史上最悠久、最富有幻想的传说之一，在火星上成为现实。</grey>",
6346,Holographic Scanning,全息扫描,
6347,"<em>Medical Center</em> Upgrade (Holographic Scanner) - Increases birth rate in the Dome.

<grey>Holographic technologies can significantly improve medical diagnostics and monitoring procedures.</grey>","<em>医疗中心</em> 升级 (全息扫描) - 增加穹顶里的出生率。

<grey>全息扫描技术可以显著地改善医疗诊断和监察系统。</grey>",
6348,Moisture Farming,淡水生成,
6349,"New Building: <em>Moisture Vaporator</em> (<buildinginfo('MoistureVaporator')>) - Produces Water from the atmosphere. Doesn't produce during Dust Storms.

<grey>""What I really need is a drone that understands the binary language of moisture vaporators.""
<right>Unknown Martian Colonist</grey><left>","新建筑： <em>水分蒸馏器</em> (<buildinginfo('MoistureVaporator')>) - 从大气中生产淡水资源。沙尘暴时停止工作。

<grey>“我真正需要的是一个能够理解水分蒸馏器的二进制语言的机器人。”
<right>不明火星殖民者</grey><left>",
5103,Rejuvenation Treatment,回春疗法,
6350,"Infirmary & Medical Center Upgrade (<em>Rejuvenation Treatment</em>) - Improves Service Comfort and provides Relaxation, allowing Colonists to visit and gain Comfort.

<grey>You haven’t truly colonized a planet until you build the first Spa center on it.</grey>","医疗站 & 医疗中心 升级 (<em>回春疗法</em>) - 改善服务质量，并且允许殖民者参观放松以获得舒适度。

<grey>你还没有真正地殖民一个星球，除非你建起你的第一座SPA中心。</grey>",
6353,Stem Reconstruction,血统重构,
6354,"<em>Retirement age</em> and <em>death</em> from old age happen later in the Colonists' lifespan.

<grey>""Live long and prosper""
<right>Vulcan Salute</grey><left>","在殖民者的寿命中，<em>退休年龄</em> 和 <em>死</em> 于寿尽 将变得更晚。

<grey>“多福多寿”
<right>Vulcan Salute</grey><left>",
6355,Localized Terraforming,局部星球改造,
6356,"New Wonder: <em>Geoscape Dome</em> (<buildinginfo('GeoscapeDome')>)  - A slice of Earth on Mars, this Dome has high Comfort and increases the Sanity of its inhabitants on every Sol.

<grey>""It's a fixer-upper of a planet but we could make it work."" 
<right>Elon Musk</grey><left>","新奇观：<em>超巨型穹顶</em> (<buildinginfo('GeoscapeDome')>)  - 火星上的一片地球，这个穹顶具有很高的舒适度，并且每日都会增加其居民的精神值。

<grey>“这是一座需要维修的火星建筑，但我们能让它动起来。”
<right>Elon Musk</grey><left>",
6357,ENGINEERING,工程学科技,
6358,"The <em>Engineering</em> field deals with <em>Buildings</em>, <em>Domes</em> and improves <em>Rocket</em> technology.","<em>工程学科技</em> 负责的领域包括 <em>建筑物</em>, <em>穹顶</em> 以及改进 <em>火箭</em> 科技。",
6359,Fuel Compression,燃料压缩,
6360,"<em>Rocket</em> Cargo Space increased by <param1> kg.

<grey>The fuel section is by far the largest and, when full, the heaviest part of any rocket. This makes developing more compressed fuels especially important when striving to bring more to Mars with fewer rockets.</grey>","<em>火箭</em> 负载空间增加 <param1> kg。

<grey>到目前为止，燃料分段已经达到最大，而且充满燃料时这将成为火箭最重的部分。这就使得发展更高压缩的燃料显得尤为重要，毕竟我们需要用更少的火箭运送更多的东西到火星。</grey>",
6361,Decommission Protocol,爆破协议,
6362,"Allows the clearing of <em>salvaged</em> and <em>destroyed buildings.</em>

<grey>We have reached the point where we must do away with old buildings on Mars to make way for new ones.</grey>","允许对被<em>回收</em>和<em>摧毁</em>建筑物进行彻底清除。

<grey>事至于此，我们必须行动去移除火星上的旧建筑来为新建筑让路</grey>",
6363,Low-G Hydrosynthesis,低重力科技：淡水合成,
6364,"New Building: <em>Polymer Factory</em> (<buildinginfo('PolymerPlant')> - Produces Polymers from Water and Fuel.
New Building: <em>Fuel Refinery</em> (<buildinginfo('FuelFactory')>)  - Produces Fuel from Water.

<grey>Resolving the obvious problems with water pressure in Low-G environments will allow for more complex hydro-synthetic procedures to be done on-site on Mars.</grey>","新建筑： <em>聚合物工厂</em> (<buildinginfo('PolymerPlant')> - 利用淡水和燃料合成聚合物。
新建筑： <em>燃料精炼厂</em> (<buildinginfo('FuelFactory')>)  - 利用淡水合成燃料。

<grey>能够在低重力环境下解决明显的水压问题，将允许我们在火星上就地进行更为复杂的氢氧合成程序。</grey>",
6365,Advanced Martian Engines,高级火星用发动机,
6366,"<em>Rockets</em> and <em>Shuttles</em> require less Fuel.

<grey>The scarcity of Martian-made rocket fuel options has made for our first true contribution towards rocket engine efficiency.</grey>","<em>火箭</em> 和 <em>穿梭机</em> 需要更少的燃料。

<grey>火星制造的火箭燃料的供给缺乏，成为了火箭发动机效率向前迈进的第一推动要素。</grey>",
6367,Low-G High-rise,低重力科技：高层建筑,
6368,"New Building: <em>Apartments</em> (<buildinginfo('Apartments')>) - A Residential Building that houses many Colonists.

<grey>""I suggest that going to Mars means permanence on the planet - a mission by which we are building up a confidence level to become a two-planet species.""
<right>Buzz Aldrin</grey><left>","新建筑： <em>公寓</em> (<buildinginfo('Apartments')>) - 一个可以提供更多居住空间的住所。

<grey>“我认为去火星就意味着永远居住在这个星球 - 我们正在建立起一种成为双星球物种的信心。”
<right>Buzz Aldrin</grey><left>",
6371,Compact Passenger Module,紧凑型乘员模块,
6372,"<em>Passenger Rockets</em> carry <param1> more Colonists.

<grey>Better design patterns and lighter, tougher materials have all contributed to a more advanced and compact rocket passenger module.</grey>","<em>载客火箭</em> 能携带 <param1> 更多的殖民者。

<grey>更好的设计模式和更轻便坚固的材料，都促成了更先进紧凑的火箭乘员模块。</grey>",
7999,Storage Compression,存储压缩,
8000,"Water, Oxygen and Power <em>storage</em> capacity expanded by <param1>%.

<grey>Life support reserves are essential for the survival of the Colony. Fortunately, a new method of compressing fluids in low-gravity environments can help us increase our reserve capacity greatly.</grey>","水，氧气和电能 <em>存储</em> 容量扩大 <param1>%。

<grey>生命支持储备对于殖民生存至关重要。幸运的是，在低重力环境下的一种新流体压缩方法可以大大提高我们的存储能力。</grey>",
6373,Low-G Engineering,低重力科技：工程学,
6374,"New Dome: <em>Medium</em> (<buildinginfo('DomeMedium')>) - A medium-sized Dome.

<grey>Gaining experience in actually building constructions on Mars rather than just hypothesizing has vastly advanced our off-Earth architectural capabilities.</grey>","新建筑： <em>中型穹顶</em> (<buildinginfo('DomeMedium')>) - 一种中等尺寸的穹顶。

<grey>并非纸上谈兵，而是实实在在的火星建造经验，已经大大提升了我们在地球外的建筑能力。</grey>",
6375,Sustainable Architecture,可持续性建筑设计,
6376,"<em>In-Dome buildings</em> require maintenance less often.

<grey>Shifting focus away from ""fixing it"" to ""avoiding it"" is the natural step forward for any Martian habitat.</grey>","<em>穹顶内部建筑</em> 需要的维护频率降低。

<grey>将关注点从“修理它”转向“避开它”是在任何火星栖息地中很自然的一步。</grey>",
3533,Smart Home,智能家居,
6377,"New Buildings: <em>Smart Homes</em> (<buildinginfo('SmartHome_Small')>)  & <em>Smart Complex</em> (<buildinginfo('SmartHome')>) - Provides a very comfortable living space for Colonists. Residents will recover Sanity when resting.

<grey>Perfecting the Martian household - for a better life beyond Earth.</grey>","新建筑： <em>智能家居</em> (<buildinginfo('SmartHome_Small')>)  & <em>智能复合体</em> (<buildinginfo('SmartHome')>) - 为殖民者提供一个非常舒适的居住空间。在殖民者休息时，住所会恢复其精神值。

<grey>让火星的家庭更完美 - 为了地球之外的更好的生活。</grey>",
8637,Micro Manufacturing,精细加工,
8638,"New Building: <em>Electronics Factory</em> (<buildinginfo('ElectronicsFactory')>) - Produces Electronics from Rare Metals.

<grey>""In the end, I hope there's a little note somewhere that says I designed a good computer.""
<right>Steve Wozniak</grey><left>","新建筑： <em>电子工厂</em> (<buildinginfo('ElectronicsFactory')>) - 将稀有金属加工成电子元件。

<grey>“在最后，我希望能有一条小记录，上面写着我设计了一台好电脑。”
<right>Steve Wozniak</grey><left>",
3534,Arcology,生态建筑,
6378,"New Spire Building: <em>Arcology</em> (<buildinginfo('Arcology')>) - provides comfortable living space for many colonists.

<grey>Martian settlements are becoming less just mere shelters and more of fully fledged cities –cities with unique vibes and even architecture.</grey>","新的中央塔：<em>生态建筑</em> (<buildinginfo('Arcology')>) - 为殖民者提供许多舒适的居住空间。

<grey>火星人居住的地方，仅仅是避难所的越来越少了，更多的是已经高度发展的，有着独特氛围甚至是建筑的城市。</grey>",
6379,Mars Nouveau,新兴技术,
6380,"Building construction costs in <em>Metals & Concrete</em> reduced by <param1>% (excluding Domes).

<grey>A mix of off-world pride, a unique and ambitious style, and inspired creativity has resulted in more efficient structural design.</grey>","建造建筑物需要的 <em>金属 & 混凝土</em> 减少 <param1>% (穹顶除外)。

<grey>外世界的骄傲、独特又具雄心的风格、以及被激发的创造力，促成了更高效的结构设计。</grey>",
6381,Resilient Architecture,弹性建筑,
6382,"<em>Out-Dome buildings</em> require maintenance less often.

<grey>There is a difference between knowing that conditions on Mars will take a heavy toll on man-made buildings and actually experiencing and fixing the damage done. The latter paints a better picture for improvement.</grey>","<em>穹顶外部建筑</em> 需要维护的频率降低。

<grey>只是知道火星上的条件会对人造建筑造成巨大损失，与实际经历并修复被损坏的东西是有区别的。后者描绘了一副更好的图景。</grey>",
6383,Advanced Passenger Module,高级乘员模块,
6384,"<em>Passenger Rockets</em> carry <param1> more Colonists.

<grey>Cutting edge methods in space optimization and Comfort-centric designs make for a more practical Passenger Module.</grey>","<em>载客火箭</em> 能携带 <param1> 更多殖民者。。

<grey>切除了在宇宙中的边缘的优化方式和以舒适为核心的设计，成就了更加实用的乘员模块。</grey>",
6385,Gravity Engineering,重力工程,
6386,"New Dome: <em>Mega</em> (<buildinginfo('DomeMega')>) - The most advanced and spacious Dome design.

<grey>We have reached a proficiency in engineering that surpasses the most ambitious architectural achievements on Earth.</grey>","新穹顶：<em>巨型穹顶</em> (<buildinginfo('DomeMega')>) - 具有最先进最宽阔设计的穹顶。

<grey>我们已经熟练掌握了超越地球上最荣耀的建筑成就的工程技术。</grey>",
6389,Plasma Cutters,等离子切割,
6390,"<em>Rare Metals Extractor</em> production increased by <param1>%.

<grey>Introducing state of the art plasma torches to our Rare Metals Extractors show a great promise for boosts in production.</grey>","<em>稀有金属采集器</em> 产出增加 <param1>%。

<grey>我们在稀有金属采集器中引入具备最先进科技水平的等离子喷枪，为生产力的提高带来了巨大希望。</grey>",
6393,Waste Rock Liquefaction,废石熔炼,
7671,"Drones can extract concrete from <em>Waste Rock</em> stored in Dumping Sites.

<grey>The utilization of lots of waste rock by reprocessing it into becoming concrete-grade regolith as part of our ""Nothing Is Wasted"" efficiency policy.</grey>","机器人可以从储存在弃置场中的 <em>废石</em> 里提取出混凝土。

<grey>将大量废石重新加工形成混凝土级的土被，是我们的“不存在真正的垃圾”的高效政策的一部分。</grey>",
6395,Orbital Engineering,轨道工程,
6396,"Wonder: <em>Space Elevator</em> (<buildinginfo('SpaceElevator')>) - Exports Rare Metals to Earth and offers resupply materials and prefabs at preferential prices.

<grey>""The space elevator will be built about 50 years after everyone stops laughing.""
<right>Arthur C. Clarke</grey><left>","奇观： <em>轨道电梯</em> (<buildinginfo('SpaceElevator')>) - 向地球出口稀有金属，并以优惠的价格提供补给材料和预置建筑。

<grey>“轨道电梯将在人们停止嘲笑以后的50年内建成。”
<right>Arthur C. Clarke</grey><left>",
6397,ROBOTICS,机器人学科技,
6398,"The <em>Robotics</em> field deals with <em>Drones, Rovers and Shuttles</em>, as well as building <em>automation</em>.","<em>机器人学科技</em> 负责的领域包括 <em>机器人，漫游者和穿梭机</em>, 也涉及到 <em>自动化技术</em>.",
6399,Transport Optimization,运输者优化,
6400,"The <em>RC Transport</em> harvests resources faster and its maximum storage is increased by <param1>.

<grey>The remote location of some resource deposits calls for Transport Rover optimizations.</grey>","<em>RC运输车</em> 采集资源更加快速并且最大储量增加 <param1>。

<grey>一些位于远处的地表资源促使了运输者的优化。</grey>",
6401,Low-G Drive,低重力科技：推进器,
6402,"<em>Drones</em> and <em>Rovers</em> move <param1>% faster.

<grey>An engine design optimized for low-gravity environments.</grey>","<em>机器人</em> 和 <em>漫游者</em> 移动加快 <param1>%。

<grey>为低重力环境而专门优化的发动机设计。</grey>",
6403,Drone Swarm,机器人蜂群,
6404,"<em>Drone Hubs</em> are constructed with additional <param1> Drones and the maximum number of Drones is increased by <param2>.

<grey>Drones being the backbone for most of the heavy and dangerous labor on Mars, it is essential our Hubs have greater operating capacity in order to employ more Drones at any given time.</grey>","<em>机器人中心</em> 将增加额外的 <param1> 机器人，同时可控最大机器人数量增加 <param2>。

<grey>机器人是火星上大部分重型和危险型工作的支柱力量，因此我们的机器人中心需要有更大的运营能力，以便能够在任何时候使用更多的机器人。</grey>",
6425,Explorer AI,探索者人工智能,
6426,"Generate <research(param1)> per Sol for each <em>RC Explorer</em> vehicle. Multiple vehicles result in collaboration losses.

<grey>AI specifically tailored for our Explorers will think for itself, gathering only the data they have deemed could be of interest. The above will greatly contribute to our research initiatives.</grey>","每一辆 <em>RC探索者</em> 每日可产生 <research(param1)> 。有多辆RC探索者合作时产能会有所下降。

<grey>专门为RC探索者量身定做的人工智能会让它们只会考虑去收集它们感兴趣的数据，这将大大有助于我们的研究工作。</grey>",
3518,Drone Hub,机器人中心
6407,"New Building: <em>Drone Hub</em> (<buildinginfo('DroneHub')>) - Controls Drones and allocates them to different jobs.

<grey>We can now rely upon ourselves to build the complex Hubs that control our de facto heavy labor force.</grey>","新建筑： <em>机器人中心</em> (<buildinginfo('DroneHub')>) - 可以控制机器人并且给它们分配不同的任务。

<grey>我们现在可以靠自己建造这个控制着我们的重型的劳动力的设施中心了。</grey>",
6405,Battery Optimization,蓄电优化,
6406,"<em>Drone</em> battery capacity increased by <param1>%.

<grey>Advances in power accumulator technology allow Drones to function longer before needing to recharge.</grey>","<em>机器人</em> 的储电容量增加 <param1>%。

<grey>先进的蓄电技术让机器人在重新充能之前能够工作更长的时间。</grey>",
8001,Rover Command AI,漫游者命令AI,
8002,"The <em>RC Rover</em> no longer needs recharging, starts with <param1> additional Drones and command limit increased by <param2>. 

<grey>Developing a specialized AI with greater autonomy and advanced multitasking capabilities will allow our rovers to control more drones simultaneously.</grey>","<em>RC漫游者</em> 不再需要重新充能，初始附加 <param1> 机器人并且命令限额增加 <param2>。

<grey>开发一个具有更高自主权的具有先进的多任务并发处理能力的专业人工智能，将允许我们的漫游者同时控制更多的机器人。</grey>",
6410,Drone Printing,机器人打印
6411,"New Building: <em>Drone Assembler</em> (<buildinginfo('DroneFactory')>) - Constructs Drone Prefabs from Electronics which can then be used in Drone Hubs to construct new drones.

<grey>We may now print and assemble entire Drones on Mars with Martian-mined materials.</grey>","新建筑：<em>机器人装配厂</em>(<buildinginfo('DroneFactory')>)——用电子器件生产预制机器人，由机器人中心使用以建造新的机器人。

<grey>我们现在能在火星上用火星矿产打印并组装整个机器人了。</grey>"
8639,3D Machining,3D机械
8640,"New Building: <em>Machine Parts Factory</em> (<buildinginfo('MachinePartsFactory')>) - Produces Machine Parts from Metals.

<grey>Mastering the peculiarities of Martian ores has allowed us to make 3D Metal Printers, which will serve as the foundation for all future Martian industry.</grey>","新建筑：<em>机械部件工厂</em>(<buildinginfo('MachinePartsFactory')>)——用金属生产机械部件。

<grey>了解了火星矿石的特性之后我们造出了3D金属打印机，这将是未来火星工业的基础。</grey>"
6414,CO2 Jet Propulsion,CO2喷气推进
6415,"New Building: <em>Shuttle Hub</em> (<buildinginfo('ShuttleHub')>) - Houses and refuels Shuttles that facilitate <em>long-range transportation</em> of resources between Depots and resettling of Colonists between Domes.

<grey>Adapting an air-breathing jet engine to work in the 95% carbon dioxide atmosphere of Mars is a challenge.</grey>","新建筑：<em>穿梭机枢纽</em>(<buildinginfo('ShuttleHub')>)——容纳穿梭机并为之加油，可用于仓库间的资源<em>远程运输</em>以及穹顶间的殖民者搬迁。

<grey>在火星上95%成分为CO2的大气中，用空气推进的喷气引擎恐怕不太好用。</grey>"
6408,Fueled Extractors,采集器燃料加注
6409,"Extractor Upgrade (<em>Fueled Extractor</em>) - Production increased by <param1>% as long as the building is supplied with Fuel.

<grey>""We should not just consume hydrocarbon fuel but use it to develop nuclear energy, hydro power and renewable energy sources.""
<right>Vladimir Putin<left></grey>","采集器升级(<em>Fueled Extractor</em>)——有燃料供应的采集器产量提高<param1>%。

<grey>“我们不能只消耗化石燃料，而是应该利用它来发展核能、水电和可再生能源。”
<right>弗拉基米尔·普京<left></grey>"
5054,Factory AI,工厂AI
6418,"Factory Upgrade (<em>Factory AI</em>) - performance increased by <param1>%.

<grey>After extensive trials and the allocation of many resources to the program, a work-safe AI has been developed to optimize various Factory operations.</grey>","工厂升级(<em>Factory AI</em>)——效率提高<param1>%。

<grey>在进行了广泛的实验并投入了大量资源之后，我们研发了一款安全工作AI来优化工业生产。</grey>"
6421,Martian Aerodynamics,火星空气动力学
6422,"<em>Shuttle</em> speed increased by <param1>%.

<grey>Designing shuttles for flight in a low density/low pressure atmosphere is more efficient when designing them in a low density/low pressure atmosphere.</grey>","<em>穿梭机</em>速度提高<param1>%。

<grey>我们在密度和气压正常的大气中设计了一款在低密度和气压大气中飞行的穿梭机。</grey>"
6423,Rover Printing,漫游者打印
6424,"Can construct <em>RC Rover</em> (<buildinginfo('RCRoverBuilding')>), <em>RC Transport</em> (<buildinginfo('RCTransportBuilding')>) and <em>RC Explorer</em> (<buildinginfo('RCExplorerBuilding')>).

<grey>Machine-part printing devices have reached a fidelity high enough to print the intricate parts necessary to assemble state of the art Rovers. </grey>","可以建造<em>RC漫游者</em>(<buildinginfo('RCRoverBuilding')>)、<em>RC运输车</em>(<buildinginfo('RCTransportBuilding')>)和<em>RC探索者</em>(<buildinginfo('RCExplorerBuilding')>)。

<grey>高保真的机械部件打印装置已经可以打印漫游者中的复杂组件了。</grey>"
6427,Compact Hangars,压缩机库
6428,"The maximum number of Shuttles that the <em>Shuttle Hub</em> can house is increased by <param1>.

<grey>Reaching heights unheard of in parking space sciences.</grey>","<em>穿梭机枢纽</em>可容量的最大穿梭机数量增加<param1>。

<grey>在停放空间物理学上获得了前所未有的高度。</grey>"
6429,High-powered Jets,大功率引擎
6430,"<em>Shuttle</em> cargo capacity increased by <param1>.

<grey>Advanced shuttle drives deliver more thrust and allow for greater cargo capacity.</grey>","<em>穿梭机</em>载重量增加<param1>。

<grey>升级后的穿梭机能装更多的货，也能飙得更猛。</grey>"
6432,The Martian Network,火星网络
